type	entity
ORGANIZATION	Roweis ST Saul
PERSON	Belkin
PERSON	Yu J Tao D Wang
PERSON	Yu J Hong R Wang
PERSON	Tao D Tang X Li X Wu
ORGANIZATION	Intell
PERSON	Yu J Rui Y Tao
PERSON	Tao D Li X Wu
ORGANIZATION	Maybank
ORGANIZATION	IEEE Trans Pattern Anal Mach Intell
PERSON	Luo Y Tao D Ramamohanarao K Xu
ORGANIZATION	IEEE Trans Knowl Data Eng
PERSON	Luo Y Tang J Yan J Xu C Chen
PERSON	Moore
ORGANIZATION	IEEE Trans Automat Control
PERSON	Bingham
PERSON	Sammon
PERSON	Kohonen T Kaski S Lagus K Salojarvi J Honkela J Paatero V Saarela
ORGANIZATION	IEEE Trans Neural Netw
PERSON	Cottrell
LOCATION	Kohonen
PERSON	Liu Y Wang X Wu
PERSON	Kim HJ Kim
PERSON	Bayes
ORGANIZATION	Pan SJ Yang
ORGANIZATION	IEEE Trans Knowl Data Eng
PERSON	Bezdek JC Keller J Krisnapuram
PERSON	Kluwer DordrechtCrossRefMATHGoogle
ORGANIZATION	Chang WL Tay KM Lim CP
ORGANIZATION	Chang WL Tay KM Lim CP
ORGANIZATION	Reuters
ORGANIZATION	Program Electron Lib
PERSON	Yang Y Liu
PERSON	Jiang JY Lee
ORGANIZATION	IEEE Trans Knowl Data Eng
ORGANIZATION	IEEE Trans Knowl Data Eng
ORGANIZATION	Springer Science Business Media New York 2017 Authors and Affiliations
PERSON	Wui Lee Chang
PERSON	Kai Meng Tay
PERSON	Chee Peng Lim
ORGANIZATION	EngineeringUniversiti Malaysia SarawakKota SamarahanMalaysia
ORGANIZATION	Institute for Intelligent Systems Research and InnovationDeakin UniversityGeelongAustralia About
PERSON	Chang W L Tay
ORGANIZATION	DOI
ORGANIZATION	DeepDyve Learn
ORGANIZATION	Springer Nature 2017 Springer International Publishing AG
